lyrics,pos,neg,compound,sentiment
one look dark room meant time moved fast play back buttons coat lighthearted joke proof much saw enough small talk drives coffee midnight light reflects chain neck says look shoulders brush proof one touch felt enough hear silence silence silence silence feel way home way home way home way home see lights lights lights lights love true love love morning place burnt toast sunday keep shirt keeps word let go fears ghosts one step much said enough kiss sidewalks fight talk one night wakes strange look face pauses says best friend knew love hear silence silence silence silence feel way home way home way home way home see lights lights lights lights love true love goes two dancing snow globe round round keeps picture office downtown understand lost minds fought wars spent whole life trying put words hear silence feel way home see lights love true love love hear silence silence silence silence feel way home way home way home way home see lights lights lights lights love true love love hear silence silence silence silence feel way home way home way home way home see lights lights lights lights love true love,0.338,0.058,0.9976,pos
clear blue water high tide came brought could go skies grew darker currents swept gone gone gone gone silent screams wildest dreams never dreamed love good love bad love alive back dead oh oh oh hands let go free love came back oh oh oh oh oh oh oh oh oh tossing turning struggled night someone new could go lantern burning flickered mind still gone gone gone losing grip sinking ships showed time love good love bad love alive back dead oh oh oh hands let go free love came back oh oh oh love left permanent mark love glowing dark oh oh oh hands let go free love came back oh oh oh love love love love oh love love love love oh love love love love oh love love love love oh kiss cheek watched leave smile ghost fell knees young run come back need love good love bad love alive back dead oh oh oh hands let go free love came back oh oh oh love love left permanent mark love love glowing dark oh oh oh love hands let go free love love came back oh oh oh love love love love oh love love love love oh love love love love love love came back oh oh,0.091,0.562,-0.9995,neg
good go knew morning woke know something know something seen since 18 hours ago green eyes freckles smile back mind making feel like wan na know better know better know better wan na know better know better know better wan na know better know better know better wan na know know know know said hello eyes look like coming home know simple name everything changed know held door mine know since yesterday everything changed walls stood tall painted blue take em take em open door feel stomach butterflies beautiful kind making lost time taking flight making feel right wan na know better know better know better wan na know better know better know better wan na know better know better know better wan na know know know know said hello eyes look like coming home know simple name everything changed know held door mine know since yesterday everything changed come back tell feeling like missed time meet tonight let know mind wan na know better know better know better wan na know know know know said hello eyes look like coming home know simple name everything changed know held door mine know since yesterday everything changed know said hello dust highest hopes know pouring rain everything changed know new found grace days know face know since yesterday everything,0.332,0.016,0.9978,pos
loving like driving new maserati dead end street faster wind passionate sin ending suddenly loving like trying change mind already flying free fall like colors autumn bright lose losing blue like never known missing dark gray alone forgetting like trying know somebody never met loving red red red red red loving red red red red red touching like realizing ever wanted right front memorizing easy knowing words old favorite song fighting like trying solve crossword realizing right answer regretting like wishing never found love could strong losing blue like never known missing dark gray alone whoa forgetting like trying know somebody never met loving red red red oh red red red burning red red red red red remembering comes flashbacks echoes tell time got ta let go moving impossible still see head burning red loving red oh losing blue like never known missing dark gray alone whoa forgetting like trying know somebody never met loving red red red yeah yeah red red red burning red red red red red red red spinning round head comes back red red burning red red red yeah yeah red red love like driving new maserati dead end,0.344,0.144,0.994,pos
know probably better lovin man know see permanent damage never wish could forget magic wish 4 standing mirror saying know know bravest thing ever run sometimes middle night feel miss wish better man know say goodbye like back hand miss wish better man better man know probably better alone needing man could change mind given minute always terms waited every careless word hoping might turn sweet like beginning jealousy oh hear talking like always around push love away like kind loaded gun oh never thought run sometimes middle night feel miss wish better man know say goodbye like back hand miss wish better man better man hold onto pride days gave best know say wish better man wonder would become better man might still love better man would one better man yeah yeah sometimes middle night feel miss wish better man know say goodbye like back hand miss wish better man better man sometimes middle night feel might still love better man miss wish better man yeah yeah know say goodbye like back hand miss wish better man better man might still love better man would one better,0.453,0.165,0.9982,pos
stand hand waistline scene plain sight hear whisper pass bad sign bad sign something happens everybody finds see vultures circling dark clouds love fragile little flame could burn could burn got cages got boxes guns hunters foxes run baby know places found chasing tails trying track us know places hide know places know places lights flash run fences let say want hear loose lips sink ships damn time time grab hand ever drop love hunters foxes run baby know places found chasing tails trying track us know places hide know places hunters foxes run grab hand ever drop love baby know places found chasing tails trying track us know places hide know places take shots bulletproof know places know always know places dead night eyes green know places know always know places,0.142,0.169,-0.1027,neg
remember tears streaming face said never let go shadows almost killed light remember said leave alone dead gone passed tonight close eyes sun going alright one hurt come morning light safe sound dare look window darling everything fire war outside door keeps raging hold lullaby even music gone gone close eyes sun going alright one hurt come morning light safe sound ooh ooh ooh ooh oh oh close eyes alright come morning light safe sound ooh ooh ooh ooh oh,0.166,0.27,-0.9119,neg
hey hey hey hey hey hey hey hey hey hey hey hey people like always want back love gave away people like wan na believe say changed think less know know drove us road stay hey stay palm hand go lock let stay hey say want back late well could easy stay stay stay stay stay calling know say picking pieces mess made people like always want back love pushed aside people like gone forever say goodbye stay hey stay palm hand go lock let stay hey say want back late well could easy stay stay stay stay stay stay stay stay let remind wanted oh oh oh oh oh ended wanted oh oh oh oh oh like like like oh stay hey stay palm hand want go lock let stay hey say want back late well could easy stay hey stay palm hand go lock let stay hey say want back late well could easy stay stay stay oh stay stay ooh stay,0.33,0.012,0.9949,pos
young first saw close eyes flashback starts standing balcony summer air see lights see party ball gowns see make way crowd say hello little know romeo throwing pebbles daddy said stay away juliet crying staircase begging please go said romeo take somewhere alone waiting left run prince princess love story baby say yes sneak garden see keep quiet dead knew close eyes escape town little oh oh romeo scarlet letter daddy said stay away juliet everything begging please go said romeo take somewhere alone waiting left run prince princess love story baby say yes romeo save trying tell feel love difficult real afraid make mess love story baby say yes oh oh got tired waiting wondering ever coming around faith fading met outskirts town said romeo save feeling alone keep waiting never come head know think knelt ground pulled ring said marry juliet never alone love really know talked dad go pick white dress love story baby say yes oh oh oh oh oh oh young first saw,0.253,0.106,0.9866,pos
says believe anything much hears days says fall love watch go away spends nights wishing used spends flights getting pulled gravity call checking 3 pacing says phase voice comes begging time know breaking fall pieces floor around young know gets better summer sun forever forever winter go seems fine time forcing smiles never minds laugh symphony lights go hard breathe pull every thread trying solve puzzles head live life scared death decide leave instead call checking 5 wasted long gone even listening voice comes screaming time know breaking fall pieces floor around young know gets better summer sun forever forever winter go standing apartment take bomb head disarm say love even darkest please go know breaking fall pieces floor around young know gets better summer sun forever forever winter go summer sun forever 3 pacing time know 5 wasted pieces floor forever winter go says believe anything much hears days say believe one thing go away,0.149,0.148,0.0711,pos
put lips close mine long touch focus eye eye til gravity much anything say say hands smart walk away quicksand slope treacherous path reckless slope treacherous like decide choice getting swept away hear sound voice asking stay skin bone trained get along forever going flow friction slope treacherous path reckless slope treacherous like two headlights shine sleepless night get get alone name echoed mind think think know nothing safe worth drive would follow follow home follow follow home hope treacherous daydream dangerous hope treacherous two headlights shine sleepless night get get alone name echoed mind think think know nothing safe worth drive would follow follow home follow follow home follow follow home follow follow home slope treacherous like,0.115,0.148,-0.3907,neg
still remember look face lit darkness 1 58 words whispered us know told loved go away away recall smell rain fresh pavement ran plane july 9th beat heart jumps shirt still feel arms go sit floor wearing clothes know know something miss never thought last kiss never imagined end like name forever name lips remember swing step life party showing roll eyes pull much dancing love handshake meeting father love walk hands pockets kiss middle saying something day miss rude interruptions go sit floor wearing clothes know know something miss never thought last kiss never imagined end like name forever name lips ooh watch life pictures like used watch sleep feel forget like used feel breathe keep old friends ask hope nice hope sun shines beautiful day something reminds wish stayed plan change weather time never planned changing mind go sit floor wearing clothes know know something miss never thought last kiss never imagined end like name forever name lips like last kiss forever name lips forever name lips like,0.165,0.196,0.4888,pos
walking crowd village aglow kaleidoscope loud heartbeats coats everybody wanted something searching sound heard said welcome new york waiting welcome new york welcome new york welcome new york waiting welcome new york welcome new york new soundtrack could dance beat beat forevermore lights bright never blind welcome new york waiting welcome new york welcome new york first dropped bags apartment floors took broken hearts put drawer everybody someone else want want boys boys girls girls welcome new york waiting welcome new york welcome new york welcome new york waiting welcome new york welcome new york new soundtrack could dance beat beat forevermore lights bright never blind welcome new york new york waiting welcome new york welcome new york like great love keeps guessing like real love ever changing like true love drives crazy know would change anything anything anything welcome new york waiting welcome new york welcome new york welcome new york waiting welcome new york welcome new york new soundtrack could dance beat lights bright never blind welcome new york new soundtrack waiting welcome new york lights bright never blind welcome new york bright never blind welcome new york welcome new,0.493,0.019,0.9991,pos
2 car windows pass street memories start say past drive straight ahead thinking hate still know never said wish would come back wish never hung phone like wish knew never forget long live wish right right good wish would 2 room headlights pass window pane think crooked love straight line makes want run hide makes turn right back around wish would come back wish never hung phone like wish knew never forget long live wish right right good wish would wish could go back remember fighting wish knew miss much mad anymore wish right right good wish would wish wish wish wish wish wish always knew push buttons give everything nothing mad mad love makes come running stand back stood wish would wish would wish would wish would wish would wish would wish would wish would wish wish 2 see face hear voice dark crooked love straight line makes wan na run hide made us turn right back around wish would come back wish never hung phone like wish knew never forget long live wish right right good wish would wish would come back wish never hung phone like wish knew never forget long live wish right right good wish would wish could go back remember fighting wish knew miss much mad anymore wish right right good wish would wish wish always knew push buttons give everything nothing mad mad love makes come running stand back stood wish would wish would wish would wish would wish would wish would wish would wish would wish would wish wish wish wish wish wish wish,0.122,0.466,-0.9986,neg
college working part time waiting tables left small town never looked back flight risk fear falling wondering bother love never lasts say believe lying couch moment could see yes yes see remember sitting water put arm around first time made rebel careless man careful daughter best thing ever mine flash forward taking world together drawer things place learn secrets figure guarded say never make parents mistakes got bills pay got nothing figured hard take yes yes thought remember sitting water put arm around first time made rebel careless man careful daughter best thing ever mine remember city lights water saw start believe first time made rebel careless man careful daughter best thing ever mine remember fight 2 30 everything slipping right hands ran crying followed street braced goodbye ever known took surprise said never leave alone said remember felt sitting water every time look like first time fell love careless man careful daughter best thing ever mine hold make last hold never turn back made rebel careless man careful daughter best thing ever mine yeah yeah believe hold gon na make hold see yeah yeah see see,0.272,0.155,0.9821,pos
one two three four give keys bring car back around town called friends know drive away let go give reason say chain round throat piece paper wrote wait key chain picture frame take run like run law darling let us run run go eyes take us go one else run ooh run ooh run ooh run laugh like child sing like one cares one one tell could see view hundred times pale blue sky reflected eyes give reason say note locket keep pocket since gave heart sleeve take leave hold run like run law darling let us run run go like trying chase us go one else run ooh run ooh run ooh run hole heart thing shot dark say never let em tear us apart hold onto run run run run like run law run run run darling let us run run run run run run run run go eyes take us run run run go one else run run run run ooh run run run run ooh run run run run ooh run run run run ooh,0.178,0.006,0.9871,pos
know like kinda frightenin standin waitin waitin became hypnotized freckles bright eyes tongue tied far away feelin like face crowd reachin terrified could one love could one dream message bottle standin hopin gets could one keep could reason sleep night mеssage bottle standin herе hopin gets days restless workdays endless look made made time moves faster replaying laughter disaster far away feelin like face crowd reachin terrified could one love could one dream message bottle standin hopin gets gets could one keep could reason sleep night night message bottle standin hopin gets london london wondering wondering ever see could one love mm mm standin hopin gets could one love yeah yeah could one dream message bottle standin hopin gets gets could one keep could reason sleep night sleep night message bottle yeah yeah standin hopin gets yeah yeah could one love could one love love standin hopin gets,0.312,0.071,0.9923,pos
something learned people think know someone truth know version chosen show us know friend certain light know way lover way lover never know way friend mother knows differently roommate knows differently colleague secret admirer looks sees elaborate sunset brilliant color dimension spirit pricelessness yet stranger pass person see faceless member crowd nothing may hear rumors person believe things true may one day meet person feel foolish believing baseless gossip first generation able look back entire life story documented pictures internet together discover effects ultimately post photos online curate strangers think us wake look mirror faces see cracks scars blemishes cringe hope someday meet someone see morning face instead see future partner forever someone still choose us even see sides story angles kaleidoscope point despite need simplify generalize absolutely everyone everything life humans intrinsically impossible simplify never good bad mosaics worst selves best selves deepest secrets favorite stories tell dinner party existing somewhere well lit profile photo drivers license shot mixture selfishness generosity loyalty self preservation pragmatism impulsiveness public eye since 15 years old beautiful lovely side lucky make music living look crowds loving vibrant people side coin mistakes used heartbreaks used entertainment songwriting trivialized oversharing album comes gossip blogs scour lyrics men attribute song inspiration music simple basic paternity test slideshows photos backing incorrect theory 2017 see picture could happened right let say louder back think know someone truth know version chosen show us explanation reputation,0.269,0.071,0.9957,pos
go stand corner think ha time little revenge story starts hot summer right wanted came along got alone let us hear applause took faster say sabotage never saw coming would suspected underestimated dealing know pain beating like drum underestimated stealing saint think actress whoa better known things mattress whoa soon gon na find stealing people toys playground make many friends keep mind keep mind nothing better revenge ha looks life like party list looks like trend think ever present frown little troubling thinks psycho like rhyme name things sophistication wear know pushing people get wan na go oh teach prep school amount vintage dresses gives dignity think saint think actress whoa better known things mattress whoa soon gon na find stealing people toys playground make many friends keep mind keep mind nothing better revenge ha another thing roll eyes honey might heard another thing roll eyes honey might always get last word whoa whoa ah oh saint think actress whoa deserved better known things mattress whoa soon gon na find stealing people toys playground make many friends keep mind keep mind nothing better revenge ha still feel like know think oh still feel like know think think let us hear applause come come come show much better much better yeah see deserve applause much better took faster could say sabotage,0.251,0.171,0.9605,pos
keeps awake look face moment heard news screaming inside frozen time could game rigged ref got tricked wrong ones think right outnumbered time young young young young run run run run run every day brace sound heard tv go class scared wondering best hiding spot would big bad man big bad clan hands stained red oh quickly forget gon na help us busy helping gon na change got ta think begun one thing save us young young young young young young young young young young young young young young young young say tired fight young young matter time young young finish line young run say tired fight matter time run finish line run run run say tired fight matter time run finish line run run run young young,0.096,0.249,-0.9741,neg
oh oh oh oh oh oh oh oh oh oh stand like ghost shaking rain rain open door say insane say long six months afraid tell want want works get girl say want worse better would wait forever ever broke heart put back together would wait forever ever works get girl girl oh oh oh works get girl girl remind used yeah yeah pictures frames kisses cheeks cheeks tell must lost mind ooh ooh left alone never told works lost girl say want worse better would wait forever ever ever ever broke heart put back together would wait forever ever works get girl girl oh oh oh oh works get girl girl yeah yeah know oh oh oh oh oh oh oh oh oh oh want go oh oh remind used pictures frames kisses cheeks say want yeah yeah say want worse better worse better would wait forever ever ever ever broke heart put back together want forever ever would wait forever ever works get girl girl works works get girl girl get girl works works get girl girl oh oh oh oh oh oh oh oh oh oh works get girl girl oh oh oh oh oh oh oh oh oh oh works got,0.178,0.137,0.4939,pos
burst door baby right smile would felt like million little shining stars aligned would happy christmas lights glisten got eye door waiting walk time ticking people ask comb back memory said said like slow motion standing party dress red lipstick one impress laughing looking around room one thing missing moment knew hours pass wan na alone close friends always seem know something really wrong follow hall bathroom try fall apart sinking feeling starts say hopelessly said would like slow motion standing party dress red lipstick one impress laughing asking one thing missing missing moment knew say tears streaming face front everyone know one means one show would happy like slow motion standing party dress red lipstick one impress standing around singing happy birthday one thing missing moment knew oh oh oh oh oh oh oh knew oh oh oh oh oh oh oh called later said sorry make said sorry moment,0.262,0.112,0.9842,pos
glad made time see life tell family seen good busier ever small talk work weather guard know last time saw still burned back mind gave roses left die swallowing pride standing front saying sorry night go back december time turns freedom nothing missing wishing realized mine go back december turn around make alright go back december time days sleeping staying playing back leaving birthday passed call think summer beautiful times watched laughing passenger side realized loved fall cold came dark days fear crept mind gave love gave goodbye swallowing pride standing front saying sorry night go back december time turns freedom nothing missing wishing realized mine go back december turn around change mind go back december time miss tan skin sweet smile good right held arms september night first time ever saw cry maybe wishful thinking probably mindless dreaming loved swear love right go back time change chain door understand swallowing pride standing front saying sorry night go back december turns freedom nothing missing wishing realized mine go back december turn around make alright go back december turn around change mind go back december time,0.283,0.102,0.9932,pos
new town made name angel city chasing fortune fame camera flashes make look like dream figured since school everybody loves pretty everybody loves cool overnight look like sixties queen another name goes lights like diamonds sky tell lucky one yeah tell lucky one tell lucky one oh oh oh big black cars riviera views lover foyer even know secrets end splashed news front page tell lucky confused feel pretty feel used young things line take place another name goes lights wonder make alive tell lucky one yeah tell lucky one tell lucky one oh oh oh years later showed still tell legend disappeared took money dignity got hell say bought bunch land somewhere chose rose garden madison square took time understand cause name lights think got right let tell lucky one let tell lucky one let tell lucky one oh oh oh tell lucky one yeah tell lucky one tell lucky one oh oh oh oh whoa oh,0.374,0.041,0.9964,pos
find door like times sure got roads lead imagine home room alone open eyes mine everything feels better right eyes breaking past reasons last time asking put name top list last time asking break heart blink eye eye eye find door like times wear best apology watch leave times let go disappear come back everything better right eyes aching run fast nowhere hide last time asking put name top list last time asking break heart blink eye eye eye last time tell got wrong last time say along last time let door last time hurt anymore oh ho oh ho oh ho oh ho oh ho oh ho oh ho oh ho last time asking put name top list last time asking break heart blink eye last time asking last time asking put name top list put name top list last time asking last time asking break heart blink eye break heart last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking last time asking,0.136,0.07,0.8812,pos
bet time night still bet tired long hard week bet sittin chair window looking city bet sometimes wonder bout wan na tell takes everything call wish could run hope know every time almost almost bet think either moved hate cause time reach reply bet never ever occurred say hello risk another goodbye wan na tell takes everything call wish could run hope know every time almost almost oh made quite mess babe probably better way confess babe dreams touching face asking want try almost wan na tell takes everything call wish could run hope know every time almost almost bet time night still bet tired long hard week bet sittin chair window looking city hope sometimes wonder bout,0.191,0.119,0.8593,pos
long handwritten note deep pocket words little mean little late stood right tracks face locket good girls hopeful long wait beautiful magic love affair sad beautiful tragic love affair dreams meet warm conversation wake lonely beds different cities time taking sweet time erasing got demons darling look like beautiful magic love sad beautiful tragic love affair distance timing breakdown fighting silence train runs tracks kiss try fix could try listen hang give life us get back beautiful magic love sad beautiful tragic beautiful tragic beautiful beautiful magic love sad beautiful tragic love affair beautiful magic love sad beautiful tragic love,0.527,0.189,0.9973,pos
words like knives swords weapons use knocked feet got feeling like nothing voice like nails chalkboard calling wounded picking weaker man well take one single blow know know someday living big old city ever gon na mean someday big enough hit ever gon na mean got ta mean switching sides wildfire lies humiliation pointed flaws already see walk head trying block never impress wan na feel okay bet got pushed around somebody made cold cycle ends right lead road know know someday living big old city ever gon na mean someday big enough hit ever gon na mean got ta mean see years bar talking football game big loud opinion nobody listening washed ranting old bitter things drunk grumbling sing mean mean liar pathetic alone life mean mean mean mean someday living big old city ever gon na mean yeah someday big enough hit ever gon na mean got ta mean someday living big old city got ta mean ever gon na mean got ta mean someday big enough hit got ta mean ever gon na mean got ta mean,0.073,0.152,-0.9559,neg
take deep breath walk doors mornin first day say hi friends seen try stay everybody way freshman year gon na next four years town hopin one senior boys wink say know seen around fifteen somebody tells love gon na believe fifteen feelin like nothin figure well count ten take life know gon na fifteen sit class next redhead named abigail soon enough best friends laughin girls think cool outta soon first date got car feelin like flyin mama waitin thinkin one dancin round room night ends night ends fifteen somebody tells love gon na believe fifteen first kiss makes head spin round life things greater dating boy football team know fifteen wanted wanted wish could go back tell know back swore gon na marry someday realized bigger dreams mine abigail gave everything boy changed mind cried fifteen somebody tells love gon na believe fifteen forget look fall found time heal anything might find supposed know supposed fifteen la la la la la la la la la la la la la la la la la la la la la la la la la la first day take deep breath girl take deep breath walk,0.192,0.02,0.9896,pos
something bout way street looks rained glow pavement walk car know wan na ask dance right middle parking lot yeah oh yeah driving road wonder know trying hard get caught cool run hands hair absentmindedly making want know gets better take hand drag head first fearless know dance storm best dress fearless baby drive slow til run road one horse town wan na stay right passenger seat put eyes moment capture remember know gets better take hand drag head first fearless know dance storm best dress fearless well stood doorway hands shake usually way pull little brave first kiss flawless really something fearless oh yeah know gets better take hand drag head first fearless know dance storm best dress fearless know gets better take hand drag head first fearless know dance storm best dress fearless oh oh oh,0.44,0.053,0.9974,pos
said know said need time need space think watched go knew words hard hear harder ever take back said come back said wake morning sunny storming laughing crying waiting front gate see face let baby mm mm said know said wrong made mistakes put phone came tears said leave past said come back said wake morning sunny storming laughing crying waiting front gate see face let baby said honestly gone ever think said woke morning sunny storming laughing crying waiting front gate saw face let baby wake morning yeah sunny storming laughing crying waiting front gate miss want see face love,0.252,0.175,0.9118,pos
way move like full rainstorm house cards kind reckless send running kinda know get far stood front close enough touch close enough hope could see thinking drop everything meet pouring rain kiss sidewalk take away pain see sparks fly whenever smile get green eyes baby lights go give something haunt around see sparks fly whenever smile mind forgets remind bad idea touch really something find even better imagined would guard rest world know good could wait patiently really wish would drop everything meet pouring rain kiss sidewalk take away pain see sparks fly whenever smile get green eyes baby lights go give something haunt around see sparks fly whenever smile run fingers hair watch lights go wild keep keeping eyes wrong enough make feel right lead staircase whisper soft slow captivated baby like firework show drop everything meet pouring rain kiss sidewalk take away pain see sparks fly whenever smile get green eyes baby lights go give something haunt around see sparks fly whenever smile sparks fly oh baby smile sparks,0.218,0.151,0.9184,pos
drew looks fake smile see want needing everything bet beautiful girl talks got everything live without drew talks laugh funny even see anyone says love finally got right wonder knows think night reason teardrops guitar thing keeps wishing wishing star song car keep singing know drew walks tell breathe goes perfectly kind flawless wish could would better hold tight give love look beautiful eyes know lucky reason teardrops guitar thing keeps wishing wishing star song car keep singing know drive home alone turn light put picture maybe get sleep tonight reason teardrops guitar one got enough break heart song car keep singing know time taken never enough need fall drew looks fake smile,0.339,0.072,0.99,pos
guess really time left war path lost balance tightrope lost mind trying get back easier lunchbox days always bigger bed crawl beautiful believed everything everybody believed alright wait see string lights still bright oh still innocent still innocent things speak night live would shattered floor seen know easier firefly catching days everything reach someone bigger brought beautiful running wild til fell asleep monsters caught alright wait see string lights still bright oh still innocent okay life tough crowd 32 still growing still innocent time turns flames embers new septembers every one us messed lives change like weather hope remember today never late brand new oh alright wait see string lights still bright oh still innocent okay life tough crowd 32 still growing still innocent still innocent lost balance tightrope oh never late get,0.327,0.109,0.9862,pos
state obvious get perfect fantasy realize love could ever love go tell friends obsessive crazy fine mind say way hate stupid old pickup truck never let drive redneck heartbreak really bad lying watch strike match wasted time far concerned another picture burn time tears sitting planning revenge nothing stopping going best friends come around saying sorry daddy gon na show sorry hate stupid old pickup truck never let drive redneck heartbreak really bad lying watch strike match wasted time far concerned another picture burn missing better keep coming back around would bad health hate stupid old pickup truck never let drive redneck heartbreak really bad lying watch strike match wasted time case heard really really hate stupid old pickup truck never let drive redneck heartbreak really bad lying watch strike match wasted time far concerned another picture burn burn burn burn baby burn another picture burn baby,0.102,0.473,-0.9979,neg
hey knew run somewhere mean stare heard nothin like sure make happy smile ask say missed want know much feel love still ah ah ah ah ah ah ah sometimes really wish could hate tried somethin heart knows truth swore would smile ask say missed want know much feel love still walk outta tonight try go life say still friends wan na pretend see smile ask say missed want know much feel love still ah ah ah ah ah ah ah,0.359,0.105,0.9797,pos
used think one day tell story us met sparks flew instantly people would say lucky ones used know place spot next searching room empty seat lately even know page oh simple complication miscommunications lead fallout many things wish knew many walls break standing alone crowded room speaking dying know killing like killing yeah know say since twist fate broke story us looks lot like tragedy next chapter end way see nervously pulling clothes trying look busy best avoid starting think one day tell story us losing mind saw held pride like held oh scared see ending pretending nothing tell miss know never heard silence quite loud standing alone crowded room speaking dying know killing like killing yeah know say since twist fate broke story us looks lot like tragedy looking like contest act like care less liked better side battle hands would lay armor say rather love fight many things wish knew story us might ending soon standing alone crowded room speaking dying know killing like killing yeah know say since twist fate broke story us looks lot like tragedy speaking dying know killing like killing yeah know say since twist fate going story us looks lot like tragedy,0.223,0.28,-0.9777,neg
used walk along streets porch lights shining bright somewhere back night happy recall good back snuck circus threw arms around neck back deserved happy good baby good baby showed em one could touch way laughed dark talking bout daddy farm gon na buy someday happy used watch sun go boats water sorta feel right goodbye much harder happy good baby good baby showed em one could touch way laughed dark talking bout daddy farm gon na buy someday happy happy oh hate voices telling love anymore give choices tears happy happy good baby good baby showed em one could touch way laughed dark talking bout daddy farm gon na marry happy happy oh oh oh oh,0.429,0.033,0.9967,pos
sensible incredible single friends jealous says everything need hear like could ask anything better opens door get car says look beautiful tonight feel perfectly fine miss screaming fighting kissing rain 2am cursing name love act insane way loved breaking coming undone roller coaster kind rush never knew could feel much way loved respects space never makes wait calls exactly says close mother talks business father charming endearing comfortable miss screaming fighting kissing rain 2am cursing name love acted insane way loved breaking coming undone roller coaster kind rush never knew could feel much way loved see smile faking heart breaking feeling anything wild crazy frustrating intoxicating complicated got away mistake miss screaming fighting kissing rain 2am cursing name love acted insane way loved breaking coming undone roller coaster kind rush never knew could feel much way loved oh oh way loved oh oh never knew could feel much way loved,0.398,0.171,0.9962,pos
said simple way 4 second day strange know stumbled long goodbye one last kiss catch flight right fall told get attached mind play back spinning faster plane took feeling sinks wan na miss like come back come back guess new york today wan na need way come back come back delicate beginning rush feeling know much without knowing anything put known know never would played nonchalant taxi cabs busy streets never bring back help wish took feeling sinks wan na miss like come back come back guess london today wan na need way come back come back falling love cruelest way falling worlds away new york london break fair around feeling sinks wan na miss like come back come back guess new york today wan na need way come back come back oh oh oh oh wan na miss like oh oh oh oh come back come back,0.182,0.111,0.9063,pos
said oh marvelous tune best night never would forget moved whole place dressed nines dancing dancing like made starlight like made starlight met bobby boardwalk summer 45 picked late one night window 17 crazy running wild wild remember song playing walked night snuck yacht club party pretending duchess prince said oh marvelous tune best night never would forget moved whole place dressed nines dancing dancing like made starlight starlight like made starlight starlight said look worrying much things change spend whole life singing blues keep thinking way trying skip rocks ocean saying see starlight starlight dream impossible things like oh marvelous tune best night never would forget moved whole place dressed nines dancing dancing like made starlight starlight like made starlight starlight ooh ooh talking crazy ooh ooh dancing ooh ooh could get married ten kids teach em dream oh marvelous tune best night never would forget moved whole place dressed nines dancing dancing like made starlight starlight like made starlight starlight like made starlight starlight like dream impossible dreams like starlight starlight like dream impossible dreams see starlight starlight dream impossible things,0.379,0.029,0.9974,pos
say sorry face angel comes need paced back forth time honestly believed holdin days drag stupid girl shoulda known shoulda known princess fairytale one sweep feet lead stairwell hollywood small town dreamer went let late white horse come around maybe naive got lost eyes never really chance mistake know love fight upper hand many dreams happy endings know princess fairytale one sweep feet lead stairwell hollywood small town dreamer went let late white horse come around knees beggin forgiveness beggin like always wanted sorry princess fairytale gon na find someone someday might actually treat well big world small town rear view mirror disappearing late white horse late white horse catch oh whoa whoa whoa try catch oh late catch,0.194,0.115,0.9272,pos
follow home dare would know lead take chances one took chances watch dark wait life start beauty memory wanted wanted young wander london streets alone haunted born nothing least something something cling visions dazzling rooms never get let memories lost long ago least beautiful ghosts perilous night voices calling flicker light dawning wild ones taming fear within scared call friends broken hope mystical dream wanted wanted young wander london streets alone haunted born nothing least something something cling visions dazzling rooms never get let memories lost long ago least beautiful ghosts maybe home known thought would feel alive phantoms night know life safe wild free wanted wanted never wander london streets alone haunted born nothing something something cling never knew love world let memories lost long ago dance beautiful ghosts memories lost long ago dance beautiful,0.152,0.269,-0.9668,neg
walk fragile line known time never thought live see break getting dark quiet trust anything coming like big mistake whoa holding breath lose something made eyes go cold come come leave like thought figured something gone terribly wrong wanted come come leave like thought figured breathe whenever gone turn back haunted stood watched walk away everything still mean every word said try take away pain might make smile whole time wishing instead oh holding breath see something keeps holding onto nothing come come leave like thought figured something gone terribly wrong wanted come come leave like thought figured breathe whenever gone turn back haunted know know know gone gone come come leave like thought figured something gone terribly wrong finish started come come leave like thought figured breathe whenever gone go back haunted oh oh oh oh oh oh oh oh oh walk fragile line known time never ever thought see break never thought see,0.128,0.228,-0.9501,neg
ridin shotgun hair undone front seat car got one hand feel steering wheel heart look around turn radio says baby something wrong say nothin thinkin song says song slamming screen door sneakin late tapping window phone talk real slow late mama know song way laugh first date man kiss got home fore said amen askin god could play walking front porch steps everything day gone wrong trampled lost thrown away got hallway well way lovin bed almost notice roses note said song slamming screen door sneakin late tapping window phone talk real slow late mama know song way laugh first date man kiss got home fore said amen askin god could play da da da da heard every album listened radio waited somethin come along good song song slamming screen door sneakin late tappin window phone talks real slow late mama know song way laughs first date man kiss got home fore said amen askin god could play play oh yeah oh oh yeah ridin shotgun hair undone front seat car grabbed pen old napkin wrote,0.224,0.04,0.987,pos
like movie rain soak clothes skin drivin away guess could say last time drive way lost gray try grab fray still love bye bye everything thought side bye bye baby want bad come nothing sympathy took home could keep bye bye baby bye bye baby picture frame empty dresser vacant like see writing dash back hesitation sure everything everything thought always guess never doubted floods feels like becoming part past bye bye everything thought side bye bye baby want bad come nothing sympathy took home could keep bye bye baby much touch want enough time pages slipping hands scared ends bye bye everything thought side bye bye baby want bad come nothing sympathy took home could keep bye bye everything thought side bye bye baby want bad come nothing sympathy took home could keep oh took home thought gon na keep bye bye baby bye bye,0.126,0.178,-0.9047,neg
